"index","listing_id","price","nbhood_full","host_name","last_review","description","room_type"
"222","69894","150 dollars","Manhattan, Upper West Side","Silvia","June 11 2019","Nice renovated apt, prime location!","Entire home/apt"
"223","69921","70 dollars","Brooklyn, Bushwick","Joab","June 29 2019","Brooklyn Writer's Nook","Private room"
"224","70095","90 dollars","Manhattan, Inwood","Mary And Geoff","June 30 2019","Private Bedroom in Large NYC Apartment","Private room"
"225","70128","65 dollars","Manhattan, East Village","Eyal","January 10 2019","Large, Sunny Room East Village NYC","private room"
"226","70609","500 dollars","Manhattan, East Village","Bruce","June 16 2019","Great Large 3 BR/2 Bath Duplex with Private Patio!","ENTIRE HOME/APT"
"227","71010","250 dollars","Manhattan, Washington Heights","Kurt","May 24 2019","All That Jazz. Uptown style on Sugar Hill.","entire home/apt"
"228","71248","125 dollars","Manhattan, Chinatown","Jennifer","June 17 2019","Bright and lovely 1 bdrm apt in LES","Entire home/apt"
"229","71366","200 dollars","Manhattan, West Village","Ruperto","June 25 2019","Beautiful One Bed West Village - 4 Month Special","Entire home/apt"
"230","71812","90 dollars","Bronx, Kingsbridge","Thai","January 02 2019","Condo Apartment with laundry in unit","entire home/apt"
"231","72190","110 dollars","Manhattan, Upper West Side","Hudson","February 15 2019","1BR: See Central Park from Terrace!","entire home/apt"
"232","72265","59 dollars","Brooklyn, Greenpoint","Vanessa","June 16 2019","Private room in cozy Greenpoint","Private room"
"233","74073","195 dollars","Brooklyn, Williamsburg","Daniel","June 23 2019","Food & Music Dream Apartment in Williamsburg","Entire home/apt"
"234","74240","169 dollars","Brooklyn, Williamsburg","Patty","June 07 2019","French Garden cottage off Bedford","ENTIRE HOME/APT"
"235","74680","115 dollars","Queens, Astoria","Nazleen","May 31 2019","One Bedroom Mini studio - Free WIFI","Entire home/apt"
"236","75193","69 dollars","Brooklyn, Williamsburg","Scott","June 22 2019","BROOKLYN > Guest Room w/ King Bed in Williamsburg","Private room"
"237","75635","150 dollars","Manhattan, Lower East Side","Patricia","June 27 2019","Bright Cozy Chinatown Studio Apt.","Entire home/apt"
"238","76761","169 dollars","Brooklyn, South Slope","Evelyn","June 28 2019","Eveland the Place to Stay & Enjoy a 5-‚≠êÔ∏è 2bdrm","Entire home/apt"
"239","77765","179 dollars","Brooklyn, Greenpoint","The Box House Hotel","July 01 2019","Superior @ Box House","private room"
"240","77936","150 dollars","Manhattan, Hell's Kitchen","Moss Owen","June 14 2019","Hells Kitchen Garden of Eden","private room"
"241","79067","350 dollars","Brooklyn, Clinton Hill","Bliss","April 20 2019","Lovely 3 bedroom in Italianate Brownstone w/garden","Entire home/apt"
"242","79782","120 dollars","Brooklyn, Williamsburg","Pam","March 31 2019","Williamsburg HUGE, PRIVATE BATH - Next to Train!","PRIVATE ROOM"
"243","80493","71 dollars","Manhattan, East Village","Jennifer","July 04 2019","Cozy room in East Village with AC","PRIVATE ROOM"
"244","80700","349 dollars","Brooklyn, Greenpoint","The Box House Hotel","May 24 2019","Loft w/ Terrace @ Box House Hotel","Private room"
"245","82550","200 dollars","Brooklyn, Brooklyn Heights","Christopher","June 30 2019","Columbia Castle 2 BR","Entire home/apt"
"246","82638","169 dollars","Manhattan, East Village","Sarah","June 06 2019","Charming Artist's Flat, East Village","Entire home/apt"
"247","82928","185 dollars","Brooklyn, Bedford-Stuyvesant","Ruthven","July 02 2019","BEAUTIFUL 2 BEDROOM APARTMENT","Entire home/apt"
"248","83243","65 dollars","Brooklyn, Bushwick","Julian","June 10 2019","Brooklyn Cove Studio Apt w/ Garden!!","Entire home/apt"
"249","83847","225 dollars","Manhattan, East Village","Yvette","January 02 2019","East Village Designer's 1-BR APT","Entire home/apt"
"250","84010","179 dollars","Brooklyn, Greenpoint","The Box House Hotel","June 27 2019","Superior @ Box House","Private room"
"251","84659","139 dollars","Manhattan, East Village","Kyle","June 26 2019","Large Studio--Heart of East Village","entire home/apt"
"252","84905","95 dollars","Manhattan, Two Bridges","Ange","June 23 2019","Huge.Bright.Clean.Safe. Private Room","PRIVATE ROOM"
"253","85094","79 dollars","Brooklyn, Crown Heights","Alex","January 14 2019","Garden 1BR/1BA Brownstone Apt - 2 blocks to subway","Entire home/apt"
"254","86215","150 dollars","Manhattan, Lower East Side","T","June 24 2019","MODERN SPACIOUS 2 BR APT DOWNTOWN MANHATTAN","Entire home/apt"
"255","89621","90 dollars","Brooklyn, Bedford-Stuyvesant","Marylyn","June 28 2019","WONDERFUL, COMFORTABLE STUDIO","entire home/apt"
"256","93313","120 dollars","Brooklyn, Bedford-Stuyvesant","Nathalie","June 23 2019","MAISON DES SIRENES 2","Entire home/apt"
"257","94035","80 dollars","Queens, Astoria","Savannah","July 06 2019","Modern, Safe, Clean, Bright Room in Astoria for 2","Private room"
"258","94477","175 dollars","Brooklyn, Bedford-Stuyvesant","Jason","July 05 2019","The Vernon On Greene","Entire home/apt"
"259","94783","120 dollars","Brooklyn, Crown Heights","Keishera","June 21 2019","Beautiful, Bright‚Äôs, Warm & Spacious 1.5BR Apt","Entire home/apt"
"260","96471","165 dollars","Brooklyn, Clinton Hill","Sahr","June 07 2019","The Brooklyn Waverly, One Bedroom","private room"
"261","99070","65 dollars","Manhattan, East Harlem","Liz And Melissa","May 26 2019","Comfortable Cozy Space in El Barrio","Shared room"
"262","99085","123 dollars","Brooklyn, Fort Greene","Wanda","May 01 2019","Sunny Bklyn Jewel  Fort Greene JULY  - AUG 2019","Entire home/apt"
"263","100002","67 dollars","Manhattan, Washington Heights","Giorgio","June 17 2019","MANHATTAN Neat, Nice, Bright ROOM","Private room"
"264","100184","50 dollars","Queens, Queens Village","null","July 08 2019","Bienvenue","private room"
"265","100186","130 dollars","Brooklyn, Gowanus","Mi","June 28 2019","Large Brand New Park Slope 1BR","Entire home/apt"
"266","101053","100 dollars","Brooklyn, Williamsburg","Lee And Tara","March 01 2019","Colorful Artistic Williamsburg Apt","Private room"
"267","103161","190 dollars","Brooklyn, Williamsburg","Ade","June 26 2019","Artsy TopFloor Apt in PRIME BEDFORD Williamsburg","Entire home/apt"
"268","103806","249 dollars","Manhattan, East Village","Jason","May 27 2019","BOHEMIAN EAST VILLAGE 2 BED HAVEN","Entire home/apt"
"269","105510","100 dollars","Brooklyn, Crown Heights","Alex","January 05 2019","Private 1-Bedroom Apt in Townhouse","entire home/apt"
"270","106363","60 dollars","Manhattan, Harlem","Alicia","June 26 2019","Bright Room With A Great River View","PRIVATE ROOM"
"271","106647","135 dollars","Brooklyn, Bedford-Stuyvesant","Olivia","June 16 2019","Tree lined block modern apartment","Entire home/apt"
"272","107630","175 dollars","Brooklyn, Greenpoint","Maya","June 20 2019","Sweet Historic Greenpoint Duplex","ENTIRE HOME/APT"
"273","107895","120 dollars","Manhattan, Upper West Side","Kai","June 19 2019","Riverside Charm with Fire Place","Entire home/apt"
"274","110739","169 dollars","Manhattan, Midtown","Driss","July 03 2019","Very Central, Nomad/Chelsea Loft Studio","entire home/apt"
"275","112435","95 dollars","Brooklyn, Fort Greene","Carol","May 24 2019","ALL ABOUT A VERY COMFORTABLE ROOM..","Private room"
"276","113265","55 dollars","Brooklyn, Crown Heights","Anthony","June 21 2019","Brooklyn- Crown Heights Garden Apt.","Private room"
"277","113945","85 dollars","Manhattan, Hell's Kitchen","Natalia","May 11 2019","Cozy room in Time Square!","private room"
"278","114123","199 dollars","Brooklyn, South Slope","Susi","May 19 2019","Large Park Slope Townhouse Duplex","Entire home/apt"
"279","114229","211 dollars","Manhattan, Lower East Side","Tony","June 08 2019","Lower East Side 2 Bedroom Apt","Entire home/apt"
"280","115535","65 dollars","Manhattan, Harlem","Jane","June 01 2019","Sun-Drenched Hamilton Hts Jewel","Private room"
"281","115678","99 dollars","Manhattan, Harlem","Will","June 23 2019","Your Stunning Vacation Apartment!","Entire home/apt"
"282","115748","110 dollars","Queens, Astoria","Lilly","June 16 2019","1 BDRM Apt-Weekend Sublease","Entire home/apt"
"283","116940","80 dollars","Brooklyn, Crown Heights","Marylyn","June 24 2019","ROOM WITH A  KITCHENETTE","entire home/apt"
"284","118061","110 dollars","Brooklyn, Bedford-Stuyvesant","Roberta","June 28 2019","Style in Stuyvesant Heights","Entire home/apt"
"285","118430","290 dollars","Manhattan, Chelsea","Paul","January 03 2019","Heart of Meatpacking & Chelsea","Private room"
"286","120362","190 dollars","Brooklyn, Williamsburg","Itamar","July 02 2019","Williamsburg apartment right by the subway","entire home/apt"
"287","121687","200 dollars","Brooklyn, Williamsburg","Vikram","June 23 2019","Spacious Brooklyn Loft - 2 Bedroom","Entire home/apt"
"288","123784","110 dollars","Manhattan, Harlem","Christopher","June 16 2019","NYC Studio for Rent in Townhouse","Entire home/apt"
"289","125053","395 dollars","Manhattan, East Village","Justin","July 01 2019","‚ö°Quiet Gem w/roof deck on NY's Hottest Street‚ö°","Entire home/apt"
"290","125163","99 dollars","Brooklyn, Bedford-Stuyvesant","Rodney","June 03 2019","Authentic New York City Living","Private room"
"291","125594","39 dollars","Brooklyn, Kensington","Antonín","May 19 2019","SUPER BIG AND COZY PRIVATE BEDROOM","private room"
"292","126443","189 dollars","Manhattan, East Village","Seith","July 07 2019","‚òÜMassive DUPLEX‚òÜ 2BR & 2BTH East Village 9+ Guests","entire home/apt"
"293","128975","122 dollars","Manhattan, Harlem","Wayne","June 13 2019","City Room - Street View Apt","ENTIRE HOME/APT"
"294","131154","165 dollars","Brooklyn, Greenpoint","Lauren","July 07 2019","Cozy and Bright One Bedroom in BK","Entire home/apt"
"295","132516","97 dollars","Queens, Forest Hills","Jean","July 01 2019","Forest Hills Apt minutes to midtown Manhattan","Entire home/apt"
"296","133025","130 dollars","Manhattan, Murray Hill","Tracy","June 06 2019","Midtown cozy convenient","PRIVATE ROOM"
"297","134934","225 dollars","Brooklyn, Williamsburg","Giovanni","May 30 2019","Prime Williamsburg Apartment","entire home/apt"
"298","135393","50 dollars","Brooklyn, East Flatbush","Karen","June 24 2019","Private, spacious room in Brooklyn","Private room"
"299","135465","170 dollars","Brooklyn, Fort Greene","Christopher","June 20 2019","Garden apartment close to Manhattan","Entire home/apt"
"300","136493","250 dollars","Brooklyn, Park Slope","Irena","May 27 2019","Stunning arty 3200sf 3FLR+3BR townhome w/terrace","Entire home/apt"
"301","139624","64 dollars","Brooklyn, Crown Heights","Jessica","January 31 2019","Spacious,Sunny, private one bedroom","Entire home/apt"
"302","140133","249 dollars","Brooklyn, Williamsburg","Daniel","July 05 2019","Truly Amazing Oasis In The City","entire home/apt"
"303","140973","185 dollars","Manhattan, East Village","Dave","May 26 2019","East Village, King-Sized, Charmer","ENTIRE HOME/APT"
"304","141154","120 dollars","Brooklyn, Boerum Hill","Mark","June 22 2019","Affordable Furnished Apartment","Entire home/apt"
"305","141984","175 dollars","Manhattan, Nolita","Vanessa","June 10 2019","Charming Nolita Apartment!!","entire home/apt"
"306","144087","259 dollars","Manhattan, Harlem","Rinaldo","May 18 2019","LUXURY OF THE HORIZON","entire home/apt"
"307","146754","250 dollars","Brooklyn, Windsor Terrace","Meighan","April 27 2019","Three-bedroom house in a quiet neighborhood","entire home/apt"
"308","147586","295 dollars","Manhattan, Harlem","Julie","June 16 2019","Beautiful Duplex w/Private Garden","entire home/apt"
"309","148259","451 dollars","Brooklyn, Williamsburg","Mihalis","May 11 2019","Garage Designer Loft","entire home/apt"
"310","148825","165 dollars","Manhattan, Upper West Side","B.","June 29 2019","Best City Area Columbia U Upper West Side C Park","Entire home/apt"
"311","149777","77 dollars","Bronx, Woodlawn","Dee, Dre & Mama Shelley","June 23 2019","Artsy 1 bedroom Apt. 20 min to 42nd Grand Central!","ENTIRE HOME/APT"
"312","150804","250 dollars","Manhattan, Lower East Side","Peter","July 06 2019","Lower East Side 2 Bed Apt.","Entire home/apt"
"313","151199","129 dollars","Queens, Astoria","Gladys & Bob","July 03 2019","Astoria-Private Home NYC-","Entire home/apt"
"314","152078","95 dollars","Manhattan, East Village","Ewelina","February 12 2019","CHARMING PRIVATE BEDROOM EAST VILLAGE","Private room"
"315","152259","55 dollars","Manhattan, Harlem","Wayne","May 28 2019","City Room - Semi Private Bedroom","Private room"
"316","152263","300 dollars","Manhattan, Harlem","William","July 06 2019","Cozy apartment in a brownstone","ENTIRE HOME/APT"
"317","153405","125 dollars","Brooklyn, Greenpoint","Pat","June 16 2019","Greenpoint Spacious Loft","entire home/apt"
"318","153780","175 dollars","Manhattan, East Village","Donna","June 28 2019","Private E. Village Townhouse Stay","Private room"
"319","155296","255 dollars","Brooklyn, Williamsburg","Meredith","May 02 2019","Incredible Prime Williamsburg Loft!","Entire home/apt"
"320","157673","72 dollars","Brooklyn, Bedford-Stuyvesant","Tokunbo","June 16 2019","Large  Loft Style  Studio  Space","entire home/apt"
"321","158176","165 dollars","Brooklyn, Williamsburg","Laura","June 29 2019","Entire Apt in Heart of Williamsburg","ENTIRE HOME/APT"
"322","158290","75 dollars","Brooklyn, Clinton Hill","Pepe","May 20 2019","Clinton Hill + Free Coffee = #smile","Private room"
"323","158955","139 dollars","Brooklyn, Williamsburg","Amia","June 29 2019","PRIVATE and SUNNY Williamsburg Apt!","ENTIRE HOME/APT"
"324","159749","88 dollars","Brooklyn, Bedford-Stuyvesant","JT And Tiziana","July 01 2019","Purple Room for 2/3 in brownstone $1450 per month","private room"
"325","159815","80 dollars","Brooklyn, Bedford-Stuyvesant","JT And Tiziana","June 24 2019","Red Room for two in Brownstone for $1355/mo","PRIVATE ROOM"
"326","159913","150 dollars","Manhattan, Chelsea","Kaye","July 03 2019","Chelsea living, 2BR best location","Private room"
"327","160609","200 dollars","Manhattan, Upper West Side","Ligia","January 01 2019","LOCATION LOCATION LOCATION UWS 60's","Entire home/apt"
"328","160994","200 dollars","Manhattan, East Village","James","June 24 2019","In the heart of East Village","ENTIRE HOME/APT"
"329","161366","42 dollars","Queens, Sunnyside","Lucy","June 01 2019","Sunny 15min to Manhattan LADY only","Private room"
"330","161996","295 dollars","Manhattan, Harlem","Robert ""Bob""","June 26 2019","Manhattan Penthouse-Max.12 guests","ENTIRE HOME/APT"
"331","162508","130 dollars","Brooklyn, Crown Heights","Placid","June 28 2019","Beautiful Brooklyn Oasis","entire home/apt"
"332","163809","198 dollars","Manhattan, Harlem","Jorin","June 03 2019","Cool & Spacious Harlem Artist Flat","Entire home/apt"
"333","163814","99 dollars","Manhattan, East Village","Seith","July 05 2019","‚òÜ STUDIO East Village ‚òÜ Own bath! ‚òÜ Sleeps 4 ‚òÜ","Entire home/apt"
"334","163836","46 dollars","Brooklyn, Greenpoint","Andrea","June 08 2019","Greenpoint Loft / Le Chez Andrea","PRIVATE ROOM"
"335","164989","140 dollars","Manhattan, SoHo","Jade","June 16 2019","*SoHo: Clean, Safe, Private, Peaceful Bedroom (A)*","private room"
"336","165461","75 dollars","Manhattan, Morningside Heights","Rahul","January 01 2019","Couldn't Be Closer To Columbia Uni2","Private room"
"337","165824","33 dollars","Queens, Sunnyside","Lucy","May 01 2019","Lady only Curtain-divided room","private room"
"338","166172","60 dollars","Brooklyn, Bushwick","Wanda","July 07 2019","LG Private Room/Family Friendly","private room"
"339","166541","75 dollars","Manhattan, Washington Heights","Yvette","June 15 2019","Spacious Quiet rm - 20mins to Midtown","private room"
"340","167482","185 dollars","Manhattan, Upper West Side","Barbara","June 07 2019","Charming upper west side apartment","ENTIRE HOME/APT"
"341","168084","190 dollars","Manhattan, East Village","Chris","June 30 2019","Light-filled East Village Delight","ENTIRE HOME/APT"
